Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (gf/W),Overall Efficiency (gf/W),Vibration (g),App message,
0.5451350000000094,,,,,0,0.00390625,-0.9765625,-0.00006162344070982462,0.35837492026661133,11.756688694315335,0.08066842697545774,0,0,0.810649848612322,0,0,0,0,0.0625,,
0.5533000000000465,,,,,0,0.001953125,-0.97265625,-0.00006162344070982462,0.35837492026661133,11.756786542443916,0.08097197426218306,0,0,0.8134891801737201,0,0,0,0,0.0625,,
0.5609950000001117,,,,,0,0.0078125,-0.9765625,-0.00006162344070982462,0.35837492026661133,11.756748439610885,0.0810443630709404,0,0,0.816134312777331,0,0,0,0,0.0625,,
0.5689750000000932,,,,,0,0.009765625,-0.97265625,-0.00006162344070982462,0.35837492026661133,11.756777139439615,0.08090145098320206,0,0,0.8101771939232852,0,0,0,0,0.0625,,
0.5770500000000466,,,,,0,0.005859375,-0.974609375,-0.00006162344070982462,0.35837492026661133,11.756837459011575,0.08172765592345153,0,0,0.8215923002140527,0,0,0,0,0.0625,,
0.5851850000002887,,,,,0,0.0078125,-0.9765625,-0.00006162344070982462,0.35837492026661133,11.756894630567114,0.08155054147606333,0,0,0.8196089862302159,0,0,0,0,0.0625,,
0.5932950000001583,,,,,0,0.005859375,-0.974609375,-0.00006162344070982462,0.300751758619384,11.756850914243275,0.08170137230590226,0,0,0.8240998314265253,0,0,0,0,0.0625,,
0.6145750000001863,,,,,0,0.005859375,-0.974609375,-0.00006162344070982462,0.300751758619384,11.757059332430899,0.08228700171039705,0,0,0.8391027448280758,0,0,0,0,0.0625,,
0.6235450000001583,,,,,0,0.005859375,-0.974609375,-0.00006162344070982462,0.300751758619384,11.757194878584524,0.08220325386096625,0,0,0.8391039214845005,0,0,0,0,0.0625,,
0.6313000000000466,,,,,0,0.00390625,-0.974609375,-0.00006162344070982462,0.300751758619384,11.757265316056046,0.08263140451712457,0,0,0.8404900645522858,0,0,0,0,0.0625,,
0.6391350000002421,,,,,0,0.00390625,-0.9765625,-0.00006162344070982462,0.300751758619384,11.757268692354199,0.08220123689646136,0,0,0.8418304349333301,0,0,0,0,0.0625,,
0.6471350000000093,,,,,0,0.0078125,-0.9765625,-0.00006162344070982462,0.300751758619384,11.757206724680739,0.08242635871416032,0,0,0.851595179849719,0,0,0,0,0.0625,,
0.65525,,,,,0,0.005859375,-0.97265625,-0.00006162344070982462,0.300751758619384,11.757278776305041,0.08307074505328378,0,0,0.8609792474949873,0,0,0,0,0.0625,,
0.6633449999999721,,,,,0,0.00390625,-0.9765625,-0.00006162344070982462,0.300751758619384,11.75721601056014,0.08282789619783015,0,0,0.8570667187584858,0,0,0,0,0.0625,,
0.6712099999999628,,,,,0,0.005859375,-0.97265625,-0.00002084513608036783,0.300751758619384,11.756895787338513,0.08196131951705285,0,0,0.8448712999277556,0,0,0,0,0.0625,,
0.6793050000001677,,,,,0,0.00390625,-0.97265625,-0.00002084513608036783,0.300751758619384,11.756851773887336,0.0824128513668067,0,0,0.8545462146377995,0,0,0,0,0.0625,,
0.6871350000002422,,,,,0,0.0078125,-0.970703125,-0.00002084513608036783,0.300751758619384,11.757071481852604,0.08305361128579138,0,0,0.8552087557373795,0,0,0,0,0.0625,,
0.6950500000000466,,,,,0,0.0078125,-0.97265625,-0.00002084513608036783,0.300751758619384,11.75714887256424,0.08302507427202362,0,0,0.8558318978264229,0,0,0,0,0.0625,,
0.7145550000001676,,,,,0,0.00390625,-0.96875,-0.00002084513608036783,0.300751758619384,11.756715620607341,0.08148271526691497,0,0,0.8177952318099064,0,0,0,0,0.0625,,
0.7257300000002143,,,,,0,0.005859375,-0.97265625,-0.00002084513608036783,0.300751758619384,11.756458908901937,0.08170054999956103,0,0,0.8242668651138209,0,0,0,0,0.0625,,
